Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
18 OCT 2024,SUZLON,EQ,SUZLON ENERGY LIMITED    ,Listed    ,18 OCT 2024,               2.00,       13644793573,             72.20,   985017648034.85    
18 OCT 2024,SVLL,EQ,SHREE VASU LOGISTICS LTD ,Listed    ,18 OCT 2024,              10.00,          11466000,            302.60,     3469611600.00      
18 OCT 2024,SVPGLOB,EQ,SVP GLOBAL TEXTILES LTD  ,Listed    ,18 OCT 2024,               1.00,         126500000,              6.35,      800745000.00   
18 OCT 2024,SWANENERGY,EQ,SWAN ENERGY LIMITED      ,Listed    ,18 OCT 2024,               1.00,         313456886,            540.25,   169345082661.50
18 OCT 2024,SWARAJ,ST,SWARAJ SUITING LIMITED   ,Listed    ,18 OCT 2024,              10.00,          18217260,            258.15,     4702785669.00    
18 OCT 2024,SWARAJENG,EQ,SWARAJ ENGINES LTD       ,Listed    ,18 OCT 2024,              10.00,          12147255,           3074.65,    37348557585.75 
18 OCT 2024,SWASTIK,SM,SWASTIK PIPE LIMITED     ,Listed    ,18 OCT 2024,              10.00,          23231460,             61.25,     1422926925.00   
18 OCT 2024,SWELECTES,EQ,SWELECT ENERGY SYS LTD   ,Listed    ,18 OCT 2024,              10.00,          15158760,           1141.25,    17299934850.00 
18 OCT 2024,SWSOLAR,EQ,STRLNG & WIL REN ENE LTD ,Listed    ,18 OCT 2024,               1.00,         233395546,            631.70,   147435966408.20   
18 OCT 2024,SYLVANPLY,SM,SYLVAN PLYBOARD (INDIA) L,Listed    ,18 OCT 2024,              10.00,          19374830,             91.65,     1775703169.50 
18 OCT 2024,SYMPHONY,EQ,SYMPHONY LIMITED         ,Listed    ,18 OCT 2024,               2.00,          69957000,           1774.05,   124107215850.00  
18 OCT 2024,SYNCOMF,EQ,SYNCOM FORMU (I) LTD     ,Listed    ,18 OCT 2024,               1.00,         940000000,             20.65,    19420400000.00   
18 OCT 2024,SYNGENE,EQ,SYNGENE INTERNATIONAL LTD,Listed    ,18 OCT 2024,              10.00,         402536981,            877.40,   353185947129.40   
18 OCT 2024,SYNOPTICS,SM,SYNOPTICS TECHNOLOGIES L ,Listed    ,18 OCT 2024,              10.00,           8480000,            120.00,     1017600000.00 
18 OCT 2024,SYRMA,EQ,SYRMA SGS TECHNOLOGY LTD ,Listed    ,18 OCT 2024,              10.00,         177585081,            406.90,    72259369458.90     
18 OCT 2024,SYSTANGO,SM,SYSTANGO TECHNOLOGIES LTD,Listed    ,18 OCT 2024,              10.00,          14668800,            242.30,     3554250240.00  
18 OCT 2024,TAC,ST,TAC INFOSEC LIMITED      ,Listed    ,18 OCT 2024,              10.00,          10479600,            776.55,     8137933380.00       
18 OCT 2024,TAINWALCHM,EQ,TAINWALA CHEMICAL AND PLA,Listed    ,18 OCT 2024,              10.00,           9363863,            233.95,     2190769387.50
18 OCT 2024,TAJGVK,EQ,TAJ GVK HOTELS & RESORTS ,Listed    ,18 OCT 2024,               2.00,          62701495,            303.35,    19020498508.25    
18 OCT 2024,TAKE,EQ,TAKE SOLUTIONS LTD       ,Listed    ,18 OCT 2024,               1.00,         147934000,             18.55,     2744175700.00      
18 OCT 2024,TALBROAUTO,EQ,TALBROS AUTO. COMP. LTD  ,Listed    ,18 OCT 2024,               2.00,          61728150,            305.15,    18836344972.50
18 OCT 2024,TANLA,EQ,TANLA PLATFORMS LIMITED  ,Listed    ,18 OCT 2024,               1.00,         134567359,            824.05,   110890232183.95     
18 OCT 2024,TAPIFRUIT,SM,TAPI FRUIT PROCESSING LTD,Listed    ,16 OCT 2024,              10.00,           4169500,            112.95,      470945025.00 
18 OCT 2024,TARACHAND,EQ,TARA CHAND INFRA SOLN LTD,Listed    ,18 OCT 2024,              10.00,          15474980,            372.35,     5762108803.00 
18 OCT 2024,TARAPUR,BE,TARAPUR TRANSFORMERS LTD ,Listed    ,18 OCT 2024,              10.00,          19500011,             27.95,      544830307.35   
18 OCT 2024,TARC,EQ,TARC LIMITED             ,Listed    ,18 OCT 2024,               2.00,         295096335,            249.85,    73729819299.75      
18 OCT 2024,TARIL,BE,TRANS & RECTI. LTD       ,Listed    ,18 OCT 2024,               1.00,         150082917,            829.00,   124418738193.00     
18 OCT 2024,TARMAT,EQ,TARMAT LIMITED           ,Listed    ,18 OCT 2024,              10.00,          21314255,             81.30,     1732848931.50    
18 OCT 2024,TARSONS,EQ,TARSONS PRODUCTS LIMITED ,Listed    ,18 OCT 2024,               2.00,          53206281,            412.65,    21955571854.65   
18 OCT 2024,TASTYBITE,EQ,TASTY BITE EATABLES LTD  ,Listed    ,18 OCT 2024,              10.00,           2566000,          13140.00,    33717240000.00 
18 OCT 2024,TATACHEM,EQ,TATA CHEMICALS LTD       ,Listed    ,18 OCT 2024,              10.00,         254756278,           1088.10,   277200306091.80  
18 OCT 2024,TATACOMM,EQ,TATA COMMUNICATIONS LTD  ,Listed    ,18 OCT 2024,              10.00,         285000000,           1873.00,   533805000000.00  
18 OCT 2024,TATACONSUM,EQ,TATA CONSUMER PRODUCT LTD,Listed    ,18 OCT 2024,               1.00,         989403547,           1093.25,  1081665427757.75
18 OCT 2024,TATAELXSI,EQ,TATA ELXSI LIMITED       ,Listed    ,18 OCT 2024,              10.00,          62276440,           7328.70,   456405345828.00 
18 OCT 2024,TATAINVEST,EQ,TATA INVESTMENT CORP LTD ,Listed    ,18 OCT 2024,              10.00,          50595296,           6816.30,   344872716124.80
18 OCT 2024,TATAMOTORS,EQ,TATA MOTORS LIMITED      ,Listed    ,18 OCT 2024,               2.00,        3680884120,            910.15,  3350156681818.00
18 OCT 2024,TATAPOWER,EQ,TATA POWER CO LTD        ,Listed    ,18 OCT 2024,               1.00,        3195339547,            453.55,  1449246251541.85 
18 OCT 2024,TATASTEEL,EQ,TATA STEEL LIMITED       ,Listed    ,18 OCT 2024,               1.00,       12483527171,            155.40,  1939815287101.70 
18 OCT 2024,TATATECH,EQ,TATA TECHNOLOGIES LIMITED,Listed    ,18 OCT 2024,               2.00,         405668530,           1060.10,   430049208653.00  
18 OCT 2024,TATVA,EQ,TATVA CHIN PHARM CHEM LTD,Listed    ,18 OCT 2024,              10.00,          23392055,            990.40,    23167491272.00     
18 OCT 2024,TBI,ST,TBI CORN LIMITED         ,Listed    ,18 OCT 2024,              10.00,          18158405,            191.00,     3468255355.00       
18 OCT 2024,TBOTEK,EQ,TBO TEK LIMITED          ,Listed    ,18 OCT 2024,               1.00,         108587787,           1701.00,   184707825687.00    
18 OCT 2024,TBZ,EQ,TRIB BHIMJI ZAVERI LTD   ,Listed    ,18 OCT 2024,              10.00,          66730620,            298.15,    19895734353.00       
18 OCT 2024,TCI,EQ,TRANSPORT CORPN OF INDIA ,Listed    ,18 OCT 2024,               2.00,          77876205,           1067.50,    83132848837.50       
18 OCT 2024,TCIEXP,EQ,TCI EXPRESS LIMITED      ,Listed    ,18 OCT 2024,               2.00,          38380020,           1027.10,    39420118542.00    
18 OCT 2024,TCIFINANCE,BE,TCIFINANCELTD-ROLL SETT  ,Listed    ,18 OCT 2024,              10.00,          12872493,             11.60,      149320918.80
18 OCT 2024,TCL,SM,THAAI CASTING LIMITED    ,Listed    ,18 OCT 2024,              10.00,          23129600,            165.95,     3838357120.00       
18 OCT 2024,TCLCONS,BE,TANTIA CONSTRUCTIONS LTD ,Listed    ,18 OCT 2024,               1.00,         155000000,             38.00,     5890000000.00   
18 OCT 2024,TCPLPACK,EQ,TCPL PACKAGING LIMITED   ,Listed    ,18 OCT 2024,              10.00,           9100000,           3379.20,    30750720000.00  
18 OCT 2024,TCS,EQ,TATA CONSULTANCY SERV LT ,Listed    ,18 OCT 2024,               1.00,        3618087518,           4123.05, 14917555741089.90       
18 OCT 2024,TDPOWERSYS,EQ,TD POWER SYSTEMS LTD.    ,Listed    ,18 OCT 2024,               2.00,         156183612,            404.75,    63215316957.00
18 OCT 2024,TEAMLEASE,EQ,TEAMLEASE SERVICES LTD.  ,Listed    ,18 OCT 2024,              10.00,          16768900,           3012.85,    50522180365.00 
18 OCT 2024,TECHERA,SM,TECHERA ENGINEER (IND) L ,Listed    ,18 OCT 2024,              10.00,          16520925,            176.80,     2920899540.00   
18 OCT 2024,TECHIN,BZ,TECHINDIA NIRMAN LIMITED ,Listed    ,18 OCT 2024,              10.00,          14326000,             44.25,      634068760.00    
18 OCT 2024,TECHLABS,SM,TRIDENT TECHLABS LIMITED ,Listed    ,18 OCT 2024,              10.00,          17281064,            707.55,    12227216833.20  
18 OCT 2024,TECHM,EQ,TECH MAHINDRA LIMITED    ,Listed    ,18 OCT 2024,               5.00,         978212370,           1687.90,  1651124659323.00     
18 OCT 2024,TECHNOE,EQ,TECHNO ELEC & ENG CO. LTD,Listed    ,18 OCT 2024,               2.00,         116299574,           1731.40,   201361082423.60   
18 OCT 2024,TECILCHEM,BE,TECIL CHEMICALS          ,Listed    ,18 OCT 2024,              10.00,          18963700,             24.30,      460817910.00 
18 OCT 2024,TEGA,EQ,TEGA INDUSTRIES LIMITED  ,Listed    ,18 OCT 2024,              10.00,          66535492,           1851.10,   123163849241.20      
18 OCT 2024,TEJASNET,EQ,TEJAS NETWORKS LIMITED   ,Listed    ,18 OCT 2024,              10.00,         171204459,           1187.70,   203339535954.30  
18 OCT 2024,TEMBO,BE,TEMBO GLOBAL IND LTD     ,Listed    ,18 OCT 2024,              10.00,          11103746,            509.50,     5657358587.00     
18 OCT 2024,TERASOFT,EQ,TERA SOFTWARE LIMITED    ,Listed    ,18 OCT 2024,              10.00,          12511875,             83.20,     1040988000.00  
18 OCT 2024,TEXINFRA,EQ,TEXMACO INFRA & HOLDG LTD,Listed    ,18 OCT 2024,               1.00,         127426590,            115.55,    14722868208.60  
18 OCT 2024,TEXMOPIPES,EQ,TEXMO PIPE & PRODUCTS LTD,Listed    ,18 OCT 2024,              10.00,          29195000,             76.85,     2243343800.00
18 OCT 2024,TEXRAIL,EQ,TEXMACO RAIL & ENG. LTD. ,Listed    ,18 OCT 2024,               1.00,         399467302,            203.65,    81355510725.30   
18 OCT 2024,TFCILTD,EQ,TOURISM FINANCE CORP. OF ,Listed    ,18 OCT 2024,              10.00,          92595448,            148.05,    13707830121.90   
18 OCT 2024,TFL,BE,TRANSWARRANTY FIN. LTD.  ,Listed    ,18 OCT 2024,              10.00,          48874537,             31.95,     1561052711.80       
18 OCT 2024,TGBHOTELS,EQ,TGB BANQUETS&HOTELS LTD  ,Listed    ,18 OCT 2024,              10.00,          29286400,             15.95,      467703808.00 
18 OCT 2024,TGL,ST,TEERTH GOPICON LIMITED   ,Listed    ,18 OCT 2024,              10.00,          11999600,            489.45,     5873204220.00       
18 OCT 2024,THANGAMAYL,EQ,THANGAMAYIL JEWELLERY LTD,Listed    ,18 OCT 2024,              10.00,          27439164,           2415.50,    66279300642.00
18 OCT 2024,THEINVEST,EQ,THE INVEST TRUST OF IND L,Listed    ,18 OCT 2024,              10.00,          52242217,            207.95,    10864813869.50 
18 OCT 2024,THEJO,EQ,THEJO ENGINEERING LIMITED,Listed    ,18 OCT 2024,              10.00,          10842701,           2394.35,    25961221139.35     
18 OCT 2024,THEMISMED,EQ,THEMIS MEDICARE LTD.     ,Listed    ,18 OCT 2024,               1.00,          92040120,            266.35,    24514885962.00 
18 OCT 2024,THERMAX,EQ,THERMAX LTD              ,Listed    ,18 OCT 2024,               2.00,         119156300,           5198.60,   619445941180.00   
18 OCT 2024,THESL,SM,THINKING HATS ENTER SOL L,Listed    ,18 OCT 2024,              10.00,          12487150,             44.90,      560673035.00     
18 OCT 2024,THOMASCOOK,EQ,THOMAS COOK (INDIA) LTD  ,Listed    ,18 OCT 2024,               1.00,         470380562,            194.25,    91366720362.90
18 OCT 2024,THOMASCOTT,EQ,THOMAS SCOTT (INDIA) LTD ,Listed    ,18 OCT 2024,              10.00,          11295219,            245.95,     2777946160.85
18 OCT 2024,THYROCARE,EQ,THYROCARE TECH LTD       ,Listed    ,18 OCT 2024,              10.00,          52952676,            881.90,    46698964964.40 
18 OCT 2024,TI,EQ,TILAKNAGAR INDUSTRIES LTD,Listed    ,18 OCT 2024,              10.00,         192956374,            301.25,    58128107667.50        
18 OCT 2024,TIIL,EQ,TECHNOCRAFT IND LTD      ,Listed    ,18 OCT 2024,              10.00,          22961687,           3105.65,    71310963231.55      
18 OCT 2024,TIINDIA,EQ,TUBE INVEST OF INDIA LTD ,Listed    ,18 OCT 2024,               1.00,         193419276,           4488.75,   868210775145.00   
18 OCT 2024,TIJARIA,BE,TIJARIA POLYPIPES LTD    ,Listed    ,18 OCT 2024,              10.00,          28626579,             11.25,      322621545.35   
18 OCT 2024,TIL,BE,TIL LTD                  ,Listed    ,18 OCT 2024,              10.00,          66602056,            368.95,    24572828561.20       
18 OCT 2024,TIMESCAN,SM,TIMESCAN LOGISTICS IND L ,Listed    ,18 OCT 2024,              10.00,           6988000,             70.00,      489160000.00  
18 OCT 2024,TIMESGTY,EQ,TIMES GUARANTY LIMITED   ,Listed    ,18 OCT 2024,              10.00,           8993149,            137.10,     1233140590.90  
18 OCT 2024,TIMETECHNO,EQ,TIME TECHNOPLAST LTD.    ,Listed    ,18 OCT 2024,               1.00,         226929066,            454.20,   103071181777.20
18 OCT 2024,TIMKEN,EQ,TIMKEN INDIA LTD.        ,Listed    ,18 OCT 2024,              10.00,          75218734,           3645.65,   274221177607.10    
18 OCT 2024,TIPSFILMS,EQ,TIPS FILMS LIMITED       ,Listed    ,18 OCT 2024,              10.00,           4322886,            604.85,     2614697597.10 
18 OCT 2024,TIPSMUSIC,EQ,TIPS MUSIC LIMITED       ,Listed    ,18 OCT 2024,               1.00,         128426590,            780.75,   100269060142.50 
18 OCT 2024,TIRUMALCHM,EQ,THIRUMALAI CHEMICALS LTD ,Listed    ,18 OCT 2024,               1.00,         102388120,            309.60,    31699361952.00
18 OCT 2024,TIRUPATI,SM,SHREE TIRUPATI BALAJEE   ,Listed    ,18 OCT 2024,              10.00,          10130040,            998.00,    10109779920.00  
18 OCT 2024,TIRUPATIFL,BE,TIRUPATI FORGE LIMITED   ,Listed    ,18 OCT 2024,               2.00,         103680000,             35.05,     3632947200.00
18 OCT 2024,TITAGARH,EQ,TITAGARH RAIL SYSTEMS LTD,Listed    ,18 OCT 2024,               2.00,         134673768,           1197.50,   161271837180.00  
18 OCT 2024,TITAN,EQ,TITAN COMPANY LIMITED    ,Listed    ,18 OCT 2024,               1.00,         887786160,           3381.45,  3002004510732.00     
18 OCT 2024,TMB,EQ,TAMILNAD MERCA BANK LTD  ,Listed    ,18 OCT 2024,              10.00,         158351454,            442.10,    70007177813.40       
18 OCT 2024,TNPETRO,EQ,TAMILNADU PETROPRODUCTS L,Listed    ,18 OCT 2024,              10.00,          89971474,             85.95,     7731248760.80   
18 OCT 2024,TNPL,EQ,TAMILNADU NEWSPRT & PAPER,Listed    ,18 OCT 2024,              10.00,          69210600,            197.05,    13638640836.00      
18 OCT 2024,TNTELE,EQ,TAMILNADU TELECOMMUNICATI,Listed    ,18 OCT 2024,              10.00,          45671400,              9.90,      453060288.00    
18 OCT 2024,TOKYOPLAST,EQ,TOKYO PLAST INTL LTD     ,Listed    ,18 OCT 2024,              10.00,           9501400,            115.15,     1094276238.00
18 OCT 2024,TOLINS,EQ,TOLINS TYRES LIMITED     ,Listed    ,18 OCT 2024,               5.00,          39508831,            183.95,     7267649462.45    
18 OCT 2024,TORNTPHARM,EQ,TORRENT PHARMACEUTICALS L,Listed    ,18 OCT 2024,               5.00,         338445440,           3449.50,  1167467545280.00
18 OCT 2024,TORNTPOWER,EQ,TORRENT POWER LTD        ,Listed    ,18 OCT 2024,              10.00,         480616784,           1973.65,   948569315741.60
18 OCT 2024,TOTAL,EQ,TOTAL TRANSPORT SYS LTD  ,Listed    ,18 OCT 2024,              10.00,          16126973,             83.90,     1352730495.25     
18 OCT 2024,TOUCHWOOD,EQ,TOUCHWOOD ENTERTAIN LTD. ,Listed    ,18 OCT 2024,              10.00,          11081245,            155.75,     1725903908.75 
18 OCT 2024,TPLPLASTEH,BE,TPL PLASTECH LIMITED     ,Listed    ,18 OCT 2024,               2.00,          78003000,            103.25,     8054589780.00
18 OCT 2024,TRACXN,EQ,TRACXN TECHNOLOGIES LTD  ,Listed    ,18 OCT 2024,               1.00,         104751930,             85.90,     8999238306.30    
18 OCT 2024,TRANSTEEL,SM,TRANSTEEL SEATING TECH L ,Listed    ,18 OCT 2024,              10.00,          20178510,             62.65,     1264183651.50 
18 OCT 2024,TRANSWIND,ST,TRANSWIND INFRA LIMITED  ,Listed    ,14 OCT 2024,              10.00,           6689000,             27.05,      180937450.00 
18 OCT 2024,TREEHOUSE,BE,TREE HOUSE EDU LTD       ,Listed    ,18 OCT 2024,              10.00,          42310724,             19.40,      819981831.10 
18 OCT 2024,TREJHARA,BE,TREJHARA SOLUTIONS LTD   ,Listed    ,18 OCT 2024,              10.00,          14516298,            251.40,     3649397317.20  
18 OCT 2024,TREL,EQ,TRANSINDIA REAL ESTATE L ,Listed    ,18 OCT 2024,               2.00,         245695524,             41.75,    10260245082.25      
18 OCT 2024,TRENT,EQ,TRENT LTD                ,Listed    ,18 OCT 2024,               1.00,         355487461,           7768.05,  2761444371421.05     
18 OCT 2024,TRF,EQ,TRF LIMITED              ,Listed    ,18 OCT 2024,              10.00,          11004412,            511.30,     5626555855.60       
18 OCT 2024,TRIDENT,EQ,TRIDENT LIMITED          ,Listed    ,18 OCT 2024,               1.00,        5095955670,             35.15,   179020922687.10   
18 OCT 2024,TRIDHYA,SM,TRIDHYA TECH LIMITED     ,Listed    ,18 OCT 2024,              10.00,          23288000,             36.70,      854669600.00   
18 OCT 2024,TRIGYN,EQ,TRIGYN TECHNOLOGIES LTD  ,Listed    ,18 OCT 2024,              10.00,          30785736,            124.30,     3826051270.10    
18 OCT 2024,TRITURBINE,EQ,TRIVENI TURBINE LIMITED  ,Listed    ,18 OCT 2024,               1.00,         317876913,            784.40,   249342650557.20
